USERID,r_score,f_score,m_score,rfm_wscore,rfm_comb
82861,5,1,1,3.4,511
82862,1,1,1,0.9999999999999999,111
82864,2,1,1,1.6,211
82865,2,1,1,1.6,211
82867,4,1,1,2.8,411
82871,3,1,1,2.1999999999999997,311
82873,5,1,1,3.4,511
82874,2,1,1,1.6,211
82876,1,1,1,0.9999999999999999,111
82879,4,1,1,2.8,411
82884,1,1,1,0.9999999999999999,111
82887,5,1,1,3.4,511
82890,5,1,1,3.4,511
82894,4,1,1,2.8,411
82897,4,1,1,2.8,411
82899,2,1,1,1.6,211
82901,3,1,1,2.1999999999999997,311
82903,5,1,1,3.4,511
82908,5,1,1,3.4,511
82909,5,1,1,3.4,511
82915,4,1,1,2.8,411
82919,3,1,1,2.1999999999999997,311
82920,5,1,1,3.4,511
82922,3,1,1,2.1999999999999997,311
82923,4,1,1,2.8,411
82924,3,1,1,2.1999999999999997,311
82928,1,1,1,0.9999999999999999,111
82930,1,1,1,0.9999999999999999,111
82931,5,1,1,3.4,511
82932,2,1,1,1.6,211
82933,3,1,1,2.1999999999999997,311
82934,1,1,1,0.9999999999999999,111
82935,5,1,1,3.4,511
82936,2,1,1,1.6,211
82937,4,1,1,2.8,411
82939,1,1,1,0.9999999999999999,111
82941,1,1,1,0.9999999999999999,111
82943,2,1,1,1.6,211
82945,2,1,1,1.6,211
82946,3,1,1,2.1999999999999997,311
82947,5,1,1,3.4,511
82948,4,1,1,2.8,411
82949,2,1,1,1.6,211
82951,4,1,1,2.8,411
82952,4,1,1,2.8,411
82955,1,1,1,0.9999999999999999,111
82956,2,1,1,1.6,211
82957,5,1,1,3.4,511
82958,5,1,1,3.4,511
82959,1,1,1,0.9999999999999999,111
82960,3,1,1,2.1999999999999997,311
82962,5,1,1,3.4,511
82963,4,1,1,2.8,411
82964,4,1,1,2.8,411
82965,5,1,1,3.4,511
82966,2,1,1,1.6,211
82970,5,1,1,3.4,511
82971,5,1,1,3.4,511
82972,4,1,1,2.8,411
82974,3,1,1,2.1999999999999997,311
82975,3,1,1,2.1999999999999997,311
82976,5,1,1,3.4,511
82977,1,1,1,0.9999999999999999,111
82979,5,1,1,3.4,511
82981,1,1,1,0.9999999999999999,111
82985,4,1,1,2.8,411
82987,5,1,1,3.4,511
82991,3,1,1,2.1999999999999997,311
82996,5,1,1,3.4,511
82997,2,1,1,1.6,211
82998,2,1,1,1.6,211
83001,4,1,1,2.8,411
83002,5,1,1,3.4,511
83005,3,1,1,2.1999999999999997,311
83010,1,1,1,0.9999999999999999,111
83011,2,1,1,1.6,211
83014,3,1,1,2.1999999999999997,311
83018,5,1,1,3.4,511
83020,5,1,1,3.4,511
83021,2,1,1,1.6,211
83024,2,1,1,1.6,211
83025,3,1,1,2.1999999999999997,311
83031,5,1,1,3.4,511
83032,4,1,1,2.8,411
83033,1,1,1,0.9999999999999999,111
83034,3,1,1,2.1999999999999997,311
83035,4,1,1,2.8,411
83039,5,1,1,3.4,511
83040,5,1,1,3.4,511
83041,1,1,1,0.9999999999999999,111
83042,5,1,1,3.4,511
83044,4,1,1,2.8,411
83046,2,1,1,1.6,211
83047,3,1,1,2.1999999999999997,311
83048,3,1,1,2.1999999999999997,311
83049,1,1,1,0.9999999999999999,111
83050,4,1,1,2.8,411
83052,4,1,1,2.8,411
83053,1,1,1,0.9999999999999999,111
83055,3,1,1,2.1999999999999997,311
83056,1,1,1,0.9999999999999999,111
83057,4,1,1,2.8,411
83059,3,1,1,2.1999999999999997,311
83060,4,1,1,2.8,411
83061,2,2,1,1.9,221
83066,3,1,1,2.1999999999999997,311
83067,1,1,1,0.9999999999999999,111
83068,4,1,1,2.8,411
83071,4,1,1,2.8,411
83072,3,1,1,2.1999999999999997,311
83075,2,1,1,1.6,211
83077,4,1,1,2.8,411
83079,5,1,1,3.4,511
83080,1,1,1,0.9999999999999999,111
83083,2,1,1,1.6,211
83085,5,1,1,3.4,511
83091,5,1,1,3.4,511
83092,5,1,1,3.4,511
83094,2,1,1,1.6,211
83095,5,1,1,3.4,511
83097,1,1,1,0.9999999999999999,111
83098,5,1,1,3.4,511
83100,5,1,1,3.4,511
83106,5,1,1,3.4,511
83109,5,1,1,3.4,511
83110,2,1,1,1.6,211
83112,3,1,1,2.1999999999999997,311
83114,2,1,1,1.6,211
83116,4,1,1,2.8,411
83119,4,1,1,2.8,411
83120,2,1,1,1.6,211
83124,2,1,1,1.6,211
83125,4,2,1,3.1,421
83126,1,1,1,0.9999999999999999,111
83130,5,1,1,3.4,511
83132,2,1,1,1.6,211
83133,5,1,1,3.4,511
83134,1,1,1,0.9999999999999999,111
83137,3,1,1,2.1999999999999997,311
83138,4,1,1,2.8,411
83140,2,1,1,1.6,211
83142,5,1,1,3.4,511
83145,3,1,1,2.1999999999999997,311
83146,1,1,1,0.9999999999999999,111
83147,5,1,1,3.4,511
83148,4,1,1,2.8,411
83149,2,1,1,1.6,211
83150,2,1,1,1.6,211
83152,4,1,1,2.8,411
83154,5,1,1,3.4,511
83156,5,1,1,3.4,511
83157,2,1,1,1.6,211
83160,1,1,1,0.9999999999999999,111
83162,1,1,1,0.9999999999999999,111
83163,5,1,1,3.4,511
83164,1,1,1,0.9999999999999999,111
83167,1,1,1,0.9999999999999999,111
83168,3,1,1,2.1999999999999997,311
83169,2,1,1,1.6,211
83171,4,1,1,2.8,411
83173,5,1,1,3.4,511
83174,3,1,1,2.1999999999999997,311
83176,2,1,1,1.6,211
83177,4,1,1,2.8,411
83179,2,1,1,1.6,211
83180,5,1,1,3.4,511
83181,2,1,1,1.6,211
83182,5,1,1,3.4,511
83183,2,1,1,1.6,211
83185,2,1,1,1.6,211
83186,1,1,1,0.9999999999999999,111
83187,4,1,1,2.8,411
83189,3,1,1,2.1999999999999997,311
83193,4,1,1,2.8,411
83194,3,1,1,2.1999999999999997,311
83195,4,1,1,2.8,411
83198,1,1,1,0.9999999999999999,111
83200,4,1,1,2.8,411
83205,5,1,1,3.4,511
83208,3,1,1,2.1999999999999997,311
83209,5,1,1,3.4,511
83210,5,1,1,3.4,511
83212,2,1,1,1.6,211
83213,3,1,1,2.1999999999999997,311
83214,1,1,1,0.9999999999999999,111
83216,2,1,1,1.6,211
83217,3,1,1,2.1999999999999997,311
83218,1,1,1,0.9999999999999999,111
83219,2,1,1,1.6,211
83220,4,1,1,2.8,411
83221,4,1,1,2.8,411
83223,5,2,1,3.7,521
83224,5,1,1,3.4,511
83225,2,1,1,1.6,211
83226,2,1,1,1.6,211
83227,3,1,1,2.1999999999999997,311
83229,3,1,1,2.1999999999999997,311
83230,1,1,1,0.9999999999999999,111
83231,2,1,1,1.6,211
83234,4,1,1,2.8,411
83237,3,1,1,2.1999999999999997,311
83238,3,1,1,2.1999999999999997,311
83239,2,1,1,1.6,211
83240,1,1,1,0.9999999999999999,111
83242,2,1,1,1.6,211
83244,1,1,1,0.9999999999999999,111
83245,5,1,1,3.4,511
83246,3,1,1,2.1999999999999997,311
83247,5,1,1,3.4,511
83248,4,1,1,2.8,411
83249,2,1,1,1.6,211
83251,3,1,1,2.1999999999999997,311
83253,3,1,1,2.1999999999999997,311
83256,3,1,1,2.1999999999999997,311
83258,4,1,1,2.8,411
83259,3,1,1,2.1999999999999997,311
83261,4,1,1,2.8,411
83263,3,1,1,2.1999999999999997,311
83264,2,1,1,1.6,211
83265,1,1,1,0.9999999999999999,111
83266,3,1,1,2.1999999999999997,311
83267,5,1,1,3.4,511
83268,4,1,1,2.8,411
83269,2,1,1,1.6,211
83270,4,1,1,2.8,411
83271,2,1,1,1.6,211
83273,5,1,1,3.4,511
83278,5,1,1,3.4,511
83285,5,1,1,3.4,511
83287,5,1,1,3.4,511
83288,3,1,1,2.1999999999999997,311
83290,5,1,1,3.4,511
83295,2,1,1,1.6,211
83297,4,1,1,2.8,411
83299,1,1,1,0.9999999999999999,111
83300,4,1,1,2.8,411
83302,4,1,1,2.8,411
83303,3,1,1,2.1999999999999997,311
83306,1,1,1,0.9999999999999999,111
83310,5,1,1,3.4,511
83313,5,1,1,3.4,511
83315,5,1,1,3.4,511
83317,3,1,1,2.1999999999999997,311
83322,4,1,1,2.8,411
83323,3,1,1,2.1999999999999997,311
83324,5,1,1,3.4,511
83325,1,1,1,0.9999999999999999,111
83327,3,1,1,2.1999999999999997,311
83329,1,1,1,0.9999999999999999,111
83331,2,1,1,1.6,211
83332,3,1,1,2.1999999999999997,311
83333,5,1,1,3.4,511
83337,2,1,1,1.6,211
83338,3,1,1,2.1999999999999997,311
83340,1,1,1,0.9999999999999999,111
83343,4,1,1,2.8,411
83345,5,1,1,3.4,511
83346,4,1,1,2.8,411
83350,5,1,1,3.4,511
83352,3,1,1,2.1999999999999997,311
83353,5,1,1,3.4,511
83357,2,1,1,1.6,211
83358,3,1,1,2.1999999999999997,311
83361,3,1,1,2.1999999999999997,311
83362,5,1,1,3.4,511
83364,3,1,1,2.1999999999999997,311
83368,1,1,1,0.9999999999999999,111
83370,2,1,1,1.6,211
83372,5,1,1,3.4,511
83374,3,1,1,2.1999999999999997,311
83375,2,1,1,1.6,211
83377,2,1,1,1.6,211
83380,4,1,1,2.8,411
83386,5,1,1,3.4,511
83387,1,1,1,0.9999999999999999,111
83388,5,1,1,3.4,511
83390,5,1,1,3.4,511
83391,1,1,1,0.9999999999999999,111
83392,5,1,1,3.4,511
83393,5,1,1,3.4,511
83395,5,1,1,3.4,511
83396,2,1,1,1.6,211
83397,1,1,1,0.9999999999999999,111
83399,4,1,1,2.8,411
83400,2,1,1,1.6,211
83401,5,1,1,3.4,511
83403,5,1,1,3.4,511
83404,1,1,1,0.9999999999999999,111
83406,5,1,1,3.4,511
83408,5,1,1,3.4,511
83409,5,1,1,3.4,511
83411,4,1,1,2.8,411
83413,4,1,1,2.8,411
83414,4,1,1,2.8,411
83416,2,1,1,1.6,211
83420,5,1,1,3.4,511
83422,1,1,1,0.9999999999999999,111
83423,4,1,1,2.8,411
83425,5,1,1,3.4,511
83427,4,1,1,2.8,411
83429,2,1,1,1.6,211
83432,2,1,1,1.6,211
83433,2,1,1,1.6,211
83434,4,1,1,2.8,411
83435,5,1,1,3.4,511
83436,3,1,1,2.1999999999999997,311
83438,3,1,1,2.1999999999999997,311
83443,4,1,1,2.8,411
83444,3,1,1,2.1999999999999997,311
83445,1,1,1,0.9999999999999999,111
83446,4,1,1,2.8,411
83451,4,1,1,2.8,411
83452,2,1,1,1.6,211
83453,5,1,1,3.4,511
83456,1,1,1,0.9999999999999999,111
83459,2,1,1,1.6,211
83461,4,1,1,2.8,411
83462,3,1,1,2.1999999999999997,311
83464,3,1,1,2.1999999999999997,311
83467,4,1,1,2.8,411
83468,3,1,1,2.1999999999999997,311
83471,1,1,1,0.9999999999999999,111
83472,5,1,1,3.4,511
83473,2,1,1,1.6,211
83474,5,1,1,3.4,511
83476,4,1,1,2.8,411
83477,4,1,1,2.8,411
83478,3,1,1,2.1999999999999997,311
83480,3,1,1,2.1999999999999997,311
83485,4,1,1,2.8,411
83486,5,1,1,3.4,511
83487,4,1,1,2.8,411
83488,4,1,1,2.8,411
83489,5,1,1,3.4,511
83492,5,1,1,3.4,511
83493,2,1,1,1.6,211
83494,3,1,1,2.1999999999999997,311
83499,3,1,1,2.1999999999999997,311
83501,2,1,1,1.6,211
83503,1,1,1,0.9999999999999999,111
83506,5,1,1,3.4,511
83507,5,1,1,3.4,511
83508,5,1,1,3.4,511
83510,4,1,1,2.8,411
83513,5,1,1,3.4,511
83515,1,1,1,0.9999999999999999,111
83519,2,1,1,1.6,211
83520,2,1,1,1.6,211
83522,3,1,1,2.1999999999999997,311
83523,1,1,1,0.9999999999999999,111
83524,2,1,1,1.6,211
83525,5,1,1,3.4,511
83527,5,1,1,3.4,511
83528,4,1,1,2.8,411
83533,3,1,1,2.1999999999999997,311
83536,5,1,1,3.4,511
83538,5,1,1,3.4,511
83544,3,1,1,2.1999999999999997,311
83545,5,1,1,3.4,511
83547,3,1,1,2.1999999999999997,311
83548,2,1,1,1.6,211
83549,5,1,1,3.4,511
83551,5,1,1,3.4,511
83554,3,1,1,2.1999999999999997,311
83555,2,1,1,1.6,211
83557,5,1,1,3.4,511
83560,5,1,1,3.4,511
83561,5,1,1,3.4,511
83565,2,1,1,1.6,211
83566,2,1,1,1.6,211
83567,3,1,1,2.1999999999999997,311
83568,1,1,1,0.9999999999999999,111
83569,2,1,1,1.6,211
83571,2,1,1,1.6,211
83574,1,1,1,0.9999999999999999,111
83577,4,1,1,2.8,411
83578,3,1,1,2.1999999999999997,311
83579,5,1,1,3.4,511
83582,4,1,1,2.8,411
83586,1,1,1,0.9999999999999999,111
83593,5,1,1,3.4,511
83595,4,1,1,2.8,411
83598,5,1,1,3.4,511
83604,5,1,1,3.4,511
83605,4,1,1,2.8,411
83606,2,1,1,1.6,211
83607,2,1,1,1.6,211
83608,1,1,1,0.9999999999999999,111
83610,1,1,1,0.9999999999999999,111
83613,1,1,1,0.9999999999999999,111
83614,2,1,1,1.6,211
83616,4,1,1,2.8,411
83617,3,1,1,2.1999999999999997,311
83618,1,1,1,0.9999999999999999,111
83623,5,1,1,3.4,511
83624,5,1,1,3.4,511
83625,1,1,1,0.9999999999999999,111
83626,3,1,1,2.1999999999999997,311
83627,2,1,1,1.6,211
83628,3,1,1,2.1999999999999997,311
83629,4,1,1,2.8,411
83630,5,1,1,3.4,511
83631,5,1,1,3.4,511
83633,1,1,1,0.9999999999999999,111
83635,2,1,1,1.6,211
83636,1,1,1,0.9999999999999999,111
83640,3,1,1,2.1999999999999997,311
83642,3,1,1,2.1999999999999997,311
83643,4,1,1,2.8,411
83645,3,1,1,2.1999999999999997,311
83647,4,1,1,2.8,411
83648,1,1,1,0.9999999999999999,111
83653,3,1,1,2.1999999999999997,311
83654,1,1,1,0.9999999999999999,111
83655,1,1,1,0.9999999999999999,111
83657,1,1,1,0.9999999999999999,111
83658,5,1,1,3.4,511
83660,2,1,1,1.6,211
83661,4,1,1,2.8,411
83662,1,1,1,0.9999999999999999,111
83666,3,1,1,2.1999999999999997,311
83667,2,1,1,1.6,211
83668,3,1,1,2.1999999999999997,311
83669,1,1,1,0.9999999999999999,111
83672,1,1,1,0.9999999999999999,111
83673,1,1,1,0.9999999999999999,111
83679,5,1,1,3.4,511
83680,3,1,1,2.1999999999999997,311
83681,4,1,1,2.8,411
83682,4,1,1,2.8,411
83686,4,1,1,2.8,411
83687,4,1,1,2.8,411
83688,3,1,1,2.1999999999999997,311
83690,4,1,1,2.8,411
83691,4,1,1,2.8,411
83694,3,1,1,2.1999999999999997,311
83695,1,1,1,0.9999999999999999,111
83696,5,1,1,3.4,511
83699,5,1,1,3.4,511
83702,4,1,1,2.8,411
83703,3,1,1,2.1999999999999997,311
83704,1,1,1,0.9999999999999999,111
83705,1,1,1,0.9999999999999999,111
83706,3,1,1,2.1999999999999997,311
83709,5,1,1,3.4,511
83712,4,1,1,2.8,411
83716,1,1,1,0.9999999999999999,111
83718,4,1,1,2.8,411
83719,2,1,1,1.6,211
83720,2,1,1,1.6,211
83722,4,1,1,2.8,411
83730,4,1,1,2.8,411
83733,4,1,1,2.8,411
83734,4,1,1,2.8,411
83735,5,1,1,3.4,511
83736,4,1,1,2.8,411
83739,5,1,1,3.4,511
83740,2,1,1,1.6,211
83741,3,1,1,2.1999999999999997,311
83742,3,1,1,2.1999999999999997,311
83745,5,1,1,3.4,511
83746,4,1,1,2.8,411
83751,5,1,1,3.4,511
83752,5,1,1,3.4,511
83753,2,1,1,1.6,211
83758,3,1,1,2.1999999999999997,311
83759,3,1,1,2.1999999999999997,311
83762,4,1,1,2.8,411
83763,5,1,1,3.4,511
83764,3,1,1,2.1999999999999997,311
83765,1,1,1,0.9999999999999999,111
83766,5,1,1,3.4,511
83769,1,1,1,0.9999999999999999,111
83770,3,1,1,2.1999999999999997,311
83772,1,1,1,0.9999999999999999,111
83774,2,1,1,1.6,211
83776,4,1,1,2.8,411
83778,4,1,1,2.8,411
83781,5,1,1,3.4,511
83782,4,1,1,2.8,411
83785,4,1,1,2.8,411
83788,3,1,1,2.1999999999999997,311
83791,4,1,1,2.8,411
83792,1,1,1,0.9999999999999999,111
83793,5,1,1,3.4,511
83794,3,1,1,2.1999999999999997,311
83800,3,1,1,2.1999999999999997,311
83801,5,1,1,3.4,511
83803,5,1,1,3.4,511
83805,5,1,1,3.4,511
83806,4,1,1,2.8,411
83807,3,1,1,2.1999999999999997,311
83808,2,1,1,1.6,211
83809,5,1,1,3.4,511
83810,4,1,1,2.8,411
83813,2,1,1,1.6,211
83814,5,1,1,3.4,511
83815,4,1,1,2.8,411
83818,3,1,1,2.1999999999999997,311
83819,5,1,1,3.4,511
83822,4,1,1,2.8,411
83823,4,1,1,2.8,411
83824,1,1,1,0.9999999999999999,111
83827,5,1,1,3.4,511
83828,5,1,1,3.4,511
83831,1,1,1,0.9999999999999999,111
83832,5,1,1,3.4,511
83835,2,1,1,1.6,211
83837,1,1,1,0.9999999999999999,111
83842,3,1,1,2.1999999999999997,311
83843,3,1,1,2.1999999999999997,311
83847,3,1,1,2.1999999999999997,311
83848,4,1,1,2.8,411
83851,2,1,1,1.6,211
83852,5,1,1,3.4,511
83858,5,1,1,3.4,511
83859,1,1,1,0.9999999999999999,111
83860,1,1,1,0.9999999999999999,111
83861,1,1,1,0.9999999999999999,111
83866,3,1,1,2.1999999999999997,311
83867,1,1,1,0.9999999999999999,111
83869,4,1,1,2.8,411
83870,3,1,1,2.1999999999999997,311
83872,2,1,1,1.6,211
83875,4,1,1,2.8,411
83876,5,1,1,3.4,511
83877,4,1,1,2.8,411
83878,2,1,1,1.6,211
83879,2,1,1,1.6,211
83880,4,1,1,2.8,411
83886,4,1,1,2.8,411
83893,3,1,1,2.1999999999999997,311
83894,5,1,1,3.4,511
83897,5,1,1,3.4,511
83899,1,1,1,0.9999999999999999,111
83900,4,1,1,2.8,411
83901,2,1,1,1.6,211
83903,5,1,1,3.4,511
83904,5,1,1,3.4,511
83905,1,1,1,0.9999999999999999,111
83906,4,2,1,3.1,421
83908,5,1,1,3.4,511
83911,2,1,1,1.6,211
83912,1,1,1,0.9999999999999999,111
83913,2,1,1,1.6,211
83914,1,1,1,0.9999999999999999,111
83915,4,1,1,2.8,411
83916,5,1,1,3.4,511
83923,5,2,1,3.7,521
83925,2,1,1,1.6,211
83927,2,1,1,1.6,211
83928,2,1,1,1.6,211
83932,4,1,1,2.8,411
83933,4,1,1,2.8,411
83934,2,1,1,1.6,211
83935,5,1,1,3.4,511
83936,5,1,1,3.4,511
83937,3,1,1,2.1999999999999997,311
83939,1,1,1,0.9999999999999999,111
83941,2,1,1,1.6,211
83945,3,1,1,2.1999999999999997,311
83947,4,1,1,2.8,411
83949,1,2,1,1.3,121
83950,5,1,1,3.4,511
83951,5,1,1,3.4,511
83952,1,1,1,0.9999999999999999,111
83953,1,1,1,0.9999999999999999,111
83954,5,1,1,3.4,511
83957,5,1,1,3.4,511
83959,5,2,1,3.7,521
83960,1,1,1,0.9999999999999999,111
83965,1,1,1,0.9999999999999999,111
83966,2,1,1,1.6,211
83967,5,2,1,3.7,521
83968,2,1,1,1.6,211
83970,4,1,1,2.8,411
83974,1,1,1,0.9999999999999999,111
83976,5,1,1,3.4,511
83977,3,1,1,2.1999999999999997,311
83979,5,1,1,3.4,511
83984,1,1,1,0.9999999999999999,111
83985,1,1,1,0.9999999999999999,111
83986,1,1,1,0.9999999999999999,111
83987,5,1,1,3.4,511
83988,2,1,1,1.6,211
83989,3,1,1,2.1999999999999997,311
83990,5,1,1,3.4,511
83992,5,1,1,3.4,511
83994,5,1,1,3.4,511
83996,3,1,1,2.1999999999999997,311
83998,5,1,1,3.4,511
84000,3,1,1,2.1999999999999997,311
84004,2,1,1,1.6,211
84009,5,1,1,3.4,511
84013,2,1,1,1.6,211
84016,4,1,1,2.8,411
84018,3,1,1,2.1999999999999997,311
84019,4,1,1,2.8,411
84020,4,1,1,2.8,411
84022,5,1,1,3.4,511
84023,4,1,1,2.8,411
84024,4,1,1,2.8,411
84026,4,1,1,2.8,411
84029,4,1,1,2.8,411
84031,5,1,1,3.4,511
84032,2,1,1,1.6,211
84034,4,1,1,2.8,411
84035,5,1,1,3.4,511
84036,4,1,1,2.8,411
84037,4,2,1,3.1,421
84040,3,1,1,2.1999999999999997,311
84041,5,1,1,3.4,511
84043,3,1,1,2.1999999999999997,311
84045,4,1,1,2.8,411
84046,3,1,1,2.1999999999999997,311
84049,5,1,1,3.4,511
84052,4,1,1,2.8,411
84053,5,1,1,3.4,511
84054,3,1,1,2.1999999999999997,311
84055,4,1,1,2.8,411
84057,2,1,1,1.6,211
84058,5,1,1,3.4,511
84059,1,1,1,0.9999999999999999,111
84060,5,1,1,3.4,511
84061,3,1,1,2.1999999999999997,311
84062,2,1,1,1.6,211
84064,5,2,1,3.7,521
84068,5,1,1,3.4,511
84073,5,1,1,3.4,511
84075,5,1,1,3.4,511
84076,2,1,1,1.6,211
84078,1,1,1,0.9999999999999999,111
84079,5,1,1,3.4,511
84080,1,1,1,0.9999999999999999,111
84085,5,1,1,3.4,511
84087,3,1,1,2.1999999999999997,311
84088,5,2,1,3.7,521
84089,3,1,1,2.1999999999999997,311
84093,5,1,1,3.4,511
84094,3,1,1,2.1999999999999997,311
84095,3,1,1,2.1999999999999997,311
84098,2,1,1,1.6,211
84101,3,1,1,2.1999999999999997,311
84102,3,1,1,2.1999999999999997,311
84103,4,1,1,2.8,411
84104,1,1,1,0.9999999999999999,111
84106,2,1,1,1.6,211
84107,3,1,1,2.1999999999999997,311
84108,3,1,1,2.1999999999999997,311
84111,2,1,1,1.6,211
84112,3,1,1,2.1999999999999997,311
84116,2,1,1,1.6,211
84118,4,1,1,2.8,411
84120,5,1,1,3.4,511
84123,2,1,1,1.6,211
84124,3,1,1,2.1999999999999997,311
84129,3,1,1,2.1999999999999997,311
84130,1,1,1,0.9999999999999999,111
84132,2,1,1,1.6,211
84137,3,1,1,2.1999999999999997,311
84138,2,1,1,1.6,211
84139,1,1,1,0.9999999999999999,111
84143,4,1,1,2.8,411
84145,5,1,1,3.4,511
84147,2,1,1,1.6,211
84148,3,1,1,2.1999999999999997,311
84149,1,1,1,0.9999999999999999,111
84150,3,1,1,2.1999999999999997,311
84151,5,1,1,3.4,511
84153,5,1,1,3.4,511
84154,4,1,1,2.8,411
84158,2,1,1,1.6,211
84160,3,1,1,2.1999999999999997,311
84163,4,1,1,2.8,411
84166,5,1,1,3.4,511
84167,5,1,1,3.4,511
84169,4,1,1,2.8,411
84171,4,1,1,2.8,411
84173,3,1,1,2.1999999999999997,311
84174,4,1,1,2.8,411
84176,4,1,1,2.8,411
84178,5,1,1,3.4,511
84180,3,1,1,2.1999999999999997,311
84182,3,1,1,2.1999999999999997,311
84184,1,1,1,0.9999999999999999,111
84186,3,1,1,2.1999999999999997,311
84187,2,1,1,1.6,211
84188,3,1,1,2.1999999999999997,311
84189,2,1,1,1.6,211
84193,5,1,1,3.4,511
84194,5,1,1,3.4,511
84197,5,1,1,3.4,511
84198,1,1,1,0.9999999999999999,111
84201,4,1,1,2.8,411
84202,1,1,1,0.9999999999999999,111
84207,4,1,1,2.8,411
84208,4,1,1,2.8,411
84211,4,1,1,2.8,411
84212,2,1,1,1.6,211
84213,3,1,1,2.1999999999999997,311
84215,4,1,1,2.8,411
84217,5,1,1,3.4,511
84220,3,1,1,2.1999999999999997,311
84221,5,1,1,3.4,511
84226,2,1,1,1.6,211
84228,1,1,1,0.9999999999999999,111
84230,4,1,1,2.8,411
84233,5,1,1,3.4,511
84234,3,1,1,2.1999999999999997,311
84236,4,1,1,2.8,411
84237,5,1,1,3.4,511
84239,5,1,1,3.4,511
84240,1,1,1,0.9999999999999999,111
84241,3,1,1,2.1999999999999997,311
84242,4,1,1,2.8,411
84243,2,1,1,1.6,211
84244,5,1,1,3.4,511
84246,4,1,1,2.8,411
84247,2,1,1,1.6,211
84248,3,1,1,2.1999999999999997,311
84249,3,1,1,2.1999999999999997,311
84250,1,1,1,0.9999999999999999,111
84252,3,1,1,2.1999999999999997,311
84254,1,1,1,0.9999999999999999,111
84257,1,1,1,0.9999999999999999,111
84264,5,1,1,3.4,511
84265,5,1,1,3.4,511
84268,2,1,1,1.6,211
84269,5,1,1,3.4,511
84272,4,1,1,2.8,411
84273,3,1,1,2.1999999999999997,311
84276,1,1,1,0.9999999999999999,111
84277,2,1,1,1.6,211
84278,4,1,1,2.8,411
84280,2,1,1,1.6,211
84284,3,2,1,2.5,321
84285,5,1,1,3.4,511
84286,1,1,1,0.9999999999999999,111
84287,2,1,1,1.6,211
84288,3,1,1,2.1999999999999997,311
84289,5,1,1,3.4,511
84290,3,1,1,2.1999999999999997,311
84293,3,1,1,2.1999999999999997,311
84296,5,1,1,3.4,511
84297,2,1,1,1.6,211
84299,3,1,1,2.1999999999999997,311
84300,3,1,1,2.1999999999999997,311
84302,4,1,1,2.8,411
84304,4,1,1,2.8,411
84305,4,1,1,2.8,411
84306,5,1,1,3.4,511
84307,5,1,1,3.4,511
84308,1,1,1,0.9999999999999999,111
84309,4,1,1,2.8,411
84310,5,1,1,3.4,511
84311,4,1,1,2.8,411
84312,5,1,1,3.4,511
84319,5,1,1,3.4,511
84320,2,1,1,1.6,211
84321,1,1,1,0.9999999999999999,111
84324,5,1,1,3.4,511
84326,2,1,1,1.6,211
84327,5,1,1,3.4,511
84328,5,1,1,3.4,511
84330,1,1,1,0.9999999999999999,111
84331,2,1,1,1.6,211
84332,5,1,1,3.4,511
84333,3,1,1,2.1999999999999997,311
84334,1,1,1,0.9999999999999999,111
84336,4,1,1,2.8,411
84343,3,1,1,2.1999999999999997,311
84344,5,1,1,3.4,511
84345,5,1,1,3.4,511
84346,5,1,1,3.4,511
84349,3,1,1,2.1999999999999997,311
84350,2,1,1,1.6,211
84351,4,1,1,2.8,411
84354,5,1,1,3.4,511
84355,5,1,1,3.4,511
84356,5,1,1,3.4,511
84357,5,1,1,3.4,511
84363,2,1,1,1.6,211
84365,5,1,1,3.4,511
84368,4,1,1,2.8,411
84369,3,1,1,2.1999999999999997,311
84371,3,1,1,2.1999999999999997,311
84372,2,1,1,1.6,211
84373,3,1,1,2.1999999999999997,311
84375,4,1,1,2.8,411
84381,1,1,1,0.9999999999999999,111
84384,5,1,1,3.4,511
84387,2,1,1,1.6,211
84388,5,1,1,3.4,511
84389,5,1,1,3.4,511
84390,4,1,1,2.8,411
84392,4,1,1,2.8,411
84395,2,1,1,1.6,211
84396,5,1,1,3.4,511
84399,3,1,1,2.1999999999999997,311
84402,4,1,1,2.8,411
84407,5,1,1,3.4,511
84410,4,1,1,2.8,411
84411,2,1,1,1.6,211
84412,5,1,1,3.4,511
84413,2,1,1,1.6,211
84414,4,1,1,2.8,411
84415,1,1,1,0.9999999999999999,111
84417,5,1,1,3.4,511
84419,2,1,1,1.6,211
84420,1,1,1,0.9999999999999999,111
84421,2,1,1,1.6,211
84422,5,1,1,3.4,511
84425,2,1,1,1.6,211
84427,5,1,1,3.4,511
84428,3,1,1,2.1999999999999997,311
84431,2,1,1,1.6,211
84433,5,1,1,3.4,511
84436,4,1,1,2.8,411
84439,5,1,1,3.4,511
84441,1,1,1,0.9999999999999999,111
84443,2,1,1,1.6,211
84444,3,1,1,2.1999999999999997,311
84445,1,1,1,0.9999999999999999,111
84446,5,1,1,3.4,511
84447,5,1,1,3.4,511
84449,4,1,1,2.8,411
84450,3,1,1,2.1999999999999997,311
84452,4,1,1,2.8,411
84453,5,1,1,3.4,511
84454,4,1,1,2.8,411
84456,3,1,1,2.1999999999999997,311
84460,1,1,1,0.9999999999999999,111
84462,5,1,1,3.4,511
84464,4,1,1,2.8,411
84465,5,1,1,3.4,511
84467,4,1,1,2.8,411
